match_id,year,stage,match_number,match_date,ground,country,team1,team1_score,team1_wickets,team1_overs,team2,team2_score,team2_wickets,team2_overs,winner,win_margin,toss
ODIWC-2023-33,2023,Round,33,2023-11-02,"Wankhede Stadium, Mumbai",India,India,357,8,50.0,Sri Lanka,55,10,19.4,India,302 runs,Sri Lanka
ODIWC-2023-34,2023,Round,34,2023-11-03,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",India,Netherlands,179,10,46.3,Afghanistan,181,3,31.3,Afghanistan,7 wickets,Netherlands
ODIWC-2023-35,2023,Round,35,2023-11-04,"M Chinnaswamy Stadium, Bengaluru",India,New Zealand,401,6,50.0,Pakistan,200,1,25.3,Pakistan,21 runs,Pakistan
ODIWC-2023-36,2023,Round,36,2023-11-04,"Narendra Modi Stadium, Ahmedabad",India,Australia,286,10,49.3,England,253,10,48.1,Australia,33 runs,England
ODIWC-2023-37,2023,Round,37,2023-11-05,"Eden Gardens, Kolkata",India,India,326,5,50.0,South Africa,83,10,27.1,India,243 runs,India
ODIWC-2023-38,2023,Round,38,2023-11-06,"Arun Jaitley Stadium, Delhi",India,Sri Lanka,279,10,49.3,Bangladesh,282,7,41.1,Bangladesh,3 wickets,Bangladesh
ODIWC-2023-39,2023,Round,39,2023-11-07,"Wankhede Stadium, Mumbai",India,Afghanistan,291,5,50.0,Australia,293,7,46.5,Australia,3 wickets,Afghanistan
ODIWC-2023-40,2023,Round,40,2023-11-08,"Maharashtra Cricket Association Stadium, Pune",India,England,339,9,50.0,Netherlands,179,10,37.2,England,160 runs,England
ODIWC-2023-41,2023,Round,41,2023-11-09,"M Chinnaswamy Stadium, Bengaluru",India,Sri Lanka,171,10,46.4,New Zealand,172,5,23.2,New Zealand,5 wickets,New Zealand
ODIWC-2023-42,2023,Round,42,2023-11-10,"Narendra Modi Stadium, Ahmedabad",India,Afghanistan,244,10,50.0,South Africa,247,5,47.3,South Africa,5 wickets,Afghanistan
ODIWC-2023-43,2023,Round,43,2023-11-11,"Maharashtra Cricket Association Stadium, Pune",India,Bangladesh,306,8,50.0,Australia,307,2,44.4,Australia,8 wickets,Australia
ODIWC-2023-44,2023,Round,44,2023-11-11,"Eden Gardens, Kolkata",India,England,337,9,50.0,Pakistan,244,10,43.3,England,93 runs,England
ODIWC-2023-45,2023,Round,45,2023-11-12,"M Chinnaswamy Stadium, Bengaluru",India,India,410,4,50.0,Netherlands,250,10,47.5,India,160 runs,India
ODIWC-2023-46,2023,Semi Final,46,2023-11-15,"Wankhede Stadium, Mumbai",India,India,397,4,50.0,New Zealand,327,10,48.5,India,70 runs,India
ODIWC-2023-47,2023,Semi Final,47,2023-11-16,"Eden Gardens, Kolkata",India,South Africa,212,10,49.4,Australia,215,7,47.2,Australia,3 wickets,South Africa
ODIWC-2023-48,2023,Final,48,2023-11-19,"Narendra Modi Stadium, Ahmedabad",India,India,240,10,50.0,Australia,241,4,43.0,Australia,6 wickets,Australia
